kapr,416,748.64
lín,3,1
cejn,2,1.2
tloust,0,0
okoun,1,0.7
parma,0,0
ostroretka,0,0
podoustev,0,0
štika,31,51.51
candát,4,5
sumec,0,0
úhoř,5,5.2
pstruh obecný,0,0
pstruh duhový,60,29.64
lipan,0,0
siven,0,0
bolen,0,0
maréna peleď,0,0
hlavatka,0,0
amur,3,9.3
tolstolobik,0,0
karas,0,0
mník,0,0
jelec jesen,0,0
ostatní,43,2.9
bílá ryba,0,0
Celkem,568,855.09
