kapr,104,282.1
lín,0,0.0
cejn,1,1.9
tloust,47,46.7
okoun,10,2.7
parma,2,4.5
ostroretka,5,8.4
podoustev,0,0.0
štika,27,63.7
candát,3,11.1
sumec,5,26.4
úhoř,1,2.4
pstruh obecný,0,0.0
pstruh duhový,2,2.4
lipan,0,0.0
siven,0,0.0
bolen,6,17.4
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,1,2.0
tolstolobik,0,0.0
karas,0,0.0
mník,0,0.0
jelec jesen,0,0.0
ostatní,33,5.4
celkem uloveno,247,477.1
počet docházek,2412, 
počet zápisů rs,7, 
počet rybářů,398, 
