kapr,1313,2781.4
lín,93,80.5
cejn,190,96.3
tloust,17,20.8
okoun,51,21.1
parma,1,0.6
ostroretka,0,0.0
podoustev,0,0.0
štika,304,654.7
candát,79,160.5
sumec,10,95.1
úhoř,17,16.2
pstruh obecný,3,1.1
pstruh duhový,34,15.0
lipan,0,0.0
siven,5,2.2
bolen,15,33.5
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,14,54.1
tolstolobik,1,10.0
karas,0,0.0
mník,0,0.0
jelec jesen,0,0.0
ostatní,229,48.8
celkem uloveno,2376,4091.7
počet docházek,12649, 
počet zápisů rs,291, 
počet rybářů,1152, 
