kapr,384,584.9
lín,23,9.1
cejn,72,37.9
tloust,16,13.5
okoun,21,5.4
parma,0,0.0
ostroretka,0,0.0
podoustev,1,1.0
štika,63,87.6
candát,16,20.7
sumec,0,0.0
úhoř,5,5.0
pstruh obecný,5,2.6
pstruh duhový,0,0.0
lipan,0,0.0
siven,0,0.0
bolen,0,0.0
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,3,4.9
tolstolobik,0,0.0
karas,14,4.2
mník,0,0.0
jelec jesen,0,0.0
ostatní,292,31.5
celkem uloveno,915,808.2
počet docházek,2741, 
počet zápisů rs,9, 
počet rybářů,402, 
