kapr,401,831.5
lín,8,5.1
cejn,40,26.5
tloust,34,16.1
okoun,48,10.2
parma,0,0.0
ostroretka,0,0.0
podoustev,2,1.9
štika,97,137.4
candát,14,18.0
sumec,1,6.5
úhoř,16,9.6
pstruh obecný,0,0.0
pstruh duhový,4,1.5
lipan,15,3.2
siven,0,0.0
bolen,0,0.0
maréna. peleď,15,1.0
hlavatka,0,0.0
amur,5,16.2
tolstolobik,0,0.0
karas,2,1.0
mník,0,0.0
jelec jesen,3,1.5
ostatní,160,12.7
celkem uloveno,865,1099.8
počet docházek,3447, 
počet zápisů rs,11, 
počet rybářů,461, 
