kapr,1237,3178.4
lín,21,12.1
cejn,966,545.2
tloust,29,9.5
okoun,88,28.1
parma,0,0.0
ostroretka,0,0.0
podoustev,0,0.0
štika,91,187.2
candát,33,66.8
sumec,14,168.6
úhoř,13,9.4
pstruh obecný,46,16.2
pstruh duhový,14,8.9
lipan,0,0.0
siven,0,0.0
bolen,10,10.2
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,2,7.3
tolstolobik,0,0.0
karas,49,23.5
mník,0,0.0
jelec jesen,7,2.9
ostatní,647,37.9
celkem uloveno,3267,4312.2
počet docházek,11469, 
počet zápisů rs,168, 
počet rybářů,1773, 
