kapr,693,1403.6
lín,1,1.3
cejn,3,1.7
tloust,0,0.0
okoun,26,11.6
parma,0,0.0
ostroretka,0,0.0
podoustev,0,0.0
štika,15,33.0
candát,9,14.8
sumec,0,0.0
úhoř,0,0.0
pstruh obecný,0,0.0
pstruh duhový,0,0.0
lipan,0,0.0
siven,0,0.0
bolen,0,0.0
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,0,0.0
tolstolobik,0,0.0
karas,4,4.6
mník,0,0.0
jelec jesen,0,0.0
ostatní,194,12.3
celkem uloveno,945,1482.9
počet docházek,1896, 
počet zápisů rs,14, 
počet rybářů,356, 
