kapr,702,1179.0
lín,19,13.3
cejn,72,23.4
tloust,1,1.0
okoun,9,3.6
parma,0,0.0
ostroretka,0,0.0
podoustev,0,0.0
štika,70,125.9
candát,2,6.7
sumec,0,0.0
úhoř,4,2.8
pstruh obecný,0,0.0
pstruh duhový,0,0.0
lipan,0,0.0
siven,0,0.0
bolen,1,1.2
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,31,74.5
tolstolobik,0,0.0
karas,20,5.1
mník,0,0.0
jelec jesen,14,0.8
ostatní,262,14.4
celkem uloveno,1207,1451.7
počet docházek,3383, 
počet zápisů rs,19, 
počet rybářů,333, 
