kapr,837,1299.2
lín,26,10.0
cejn,61,26.4
tloust,0,0.0
okoun,2,0.2
parma,0,0.0
ostroretka,0,0.0
podoustev,0,0.0
štika,12,21.7
candát,30,42.8
sumec,0,0.0
úhoř,3,1.7
pstruh obecný,1,0.4
pstruh duhový,1,0.5
lipan,0,0.0
siven,0,0.0
bolen,0,0.0
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,16,33.3
tolstolobik,13,33.4
karas,12,3.4
mník,0,0.0
jelec jesen,0,0.0
ostatní,80,5.9
celkem uloveno,1094,1478.8
počet docházek,3255, 
počet zápisů rs,53, 
počet rybářů,767, 
