kapr,252,529.6
lín,3,2.6
cejn,5,1.6
tloust,1,1.5
okoun,1,0.3
parma,0,0.0
ostroretka,0,0.0
podoustev,0,0.0
štika,21,44.1
candát,0,0.0
sumec,1,8.0
úhoř,0,0.0
pstruh obecný,138,77.3
pstruh duhový,10,6.4
lipan,16,6.6
siven,1,0.3
bolen,0,0.0
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,4,9.0
tolstolobik,0,0.0
karas,1,1.0
mník,0,0.0
jelec jesen,0,0.0
ostatní,48,4.7
celkem uloveno,502,692.9
počet docházek,2525, 
počet zápisů rs,4, 
počet rybářů,550, 
