kapr,2124,4758.4
lín,40,24.2
cejn,923,478.3
tloust,2,2.3
okoun,17,7.4
parma,0,0.0
ostroretka,0,0.0
podoustev,0,0.0
štika,35,66.0
candát,37,67.7
sumec,10,66.6
úhoř,9,6.7
pstruh obecný,0,0.0
pstruh duhový,2,1.0
lipan,0,0.0
siven,0,0.0
bolen,14,27.8
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,7,40.4
tolstolobik,0,0.0
karas,30,12.6
mník,0,0.0
jelec jesen,0,0.0
ostatní,193,30.0
celkem uloveno,3443,5589.2
počet docházek,8479, 
počet zápisů rs,19, 
počet rybářů,1306, 
