kapr,152,348.6
lín,8,9.8
cejn,70,40.4
tloust,28,22.7
okoun,105,36.8
parma,0,0.0
ostroretka,0,0.0
podoustev,0,0.0
štika,101,215.7
candát,9,19.4
sumec,0,0.0
úhoř,7,6.7
pstruh obecný,2,1.0
pstruh duhový,2,2.3
lipan,1,0.2
siven,0,0.0
bolen,3,5.8
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,1,4.9
tolstolobik,0,0.0
karas,38,2.6
mník,0,0.0
jelec jesen,2,3.3
ostatní,164,29.2
celkem uloveno,693,749.1
počet docházek,4544, 
počet zápisů rs,11, 
počet rybářů,659, 
