kapr,422,642.9
lín,4,1.8
cejn,42,18.5
tloust,0,0.0
okoun,0,0.0
parma,0,0.0
ostroretka,0,0.0
podoustev,0,0.0
štika,45,78.4
candát,4,6.7
sumec,2,5.6
úhoř,10,12.1
pstruh obecný,0,0.0
pstruh duhový,0,0.0
lipan,0,0.0
siven,0,0.0
bolen,1,4.8
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,9,25.4
tolstolobik,1,15.0
karas,1,0.5
mník,0,0.0
jelec jesen,0,0.0
ostatní,84,5.3
celkem uloveno,625,816.8
počet docházek,1940, 
počet zápisů rs,32, 
počet rybářů,297, 
