kapr,716,1444.9
lín,17,10.7
cejn,72,36.6
tloust,36,29.8
okoun,17,4.5
parma,0,0.0
ostroretka,1,0.8
podoustev,10,4.7
štika,97,192.5
candát,34,52.3
sumec,3,0.4
úhoř,14,11.1
pstruh obecný,9,1.9
pstruh duhový,158,59.3
lipan,0,0.0
siven,0,0.0
bolen,3,4.3
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,2,5.0
tolstolobik,1,2.1
karas,1,0.2
mník,0,0.0
jelec jesen,0,0.0
ostatní,264,14.1
celkem uloveno,1455,1875.0
počet docházek,5104, 
počet zápisů rs,14, 
počet rybářů,634, 
