kapr,213,534.5
lín,25,15.1
cejn,20,21.8
tloust,28,18.5
okoun,17,8.3
parma,0,0.0
ostroretka,0,0.0
podoustev,0,0.0
štika,56,119.9
candát,11,37.0
sumec,2,18.0
úhoř,4,3.7
pstruh obecný,1,0.4
pstruh duhový,0,0.0
lipan,0,0.0
siven,1,3.0
bolen,1,2.5
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,1,7.7
tolstolobik,0,0.0
karas,31,11.0
mník,0,0.0
jelec jesen,6,6.9
ostatní,40,2.6
celkem uloveno,457,810.8
počet docházek,3590, 
počet zápisů rs,25, 
počet rybářů,629, 
