kapr,1488,2331.5
lín,47,16.3
cejn,74,19.9
tloust,0,0.0
okoun,4,1.0
parma,0,0.0
ostroretka,0,0.0
podoustev,0,0.0
štika,51,84.1
candát,5,6.9
sumec,0,0.0
úhoř,2,2.2
pstruh obecný,14,4.5
pstruh duhový,10,3.9
lipan,0,0.0
siven,4,1.5
bolen,0,0.0
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,1,11.0
tolstolobik,0,0.0
karas,0,0.0
mník,0,0.0
jelec jesen,0,0.0
ostatní,55,4.6
celkem uloveno,1755,2487.5
počet docházek,3397, 
počet zápisů rs,7, 
počet rybářů,475, 
