kapr,429,904.5
lín,26,13.6
cejn,61,30.0
tloust,22,10.2
okoun,69,10.8
parma,0,0.0
ostroretka,0,0.0
podoustev,0,0.0
štika,74,140.1
candát,14,21.2
sumec,2,11.4
úhoř,6,3.8
pstruh obecný,1,0.3
pstruh duhový,1,0.6
lipan,0,0.0
siven,0,0.0
bolen,1,3.3
maréna. peleď,0,0.0
hlavatka,0,0.0
amur,4,12.5
tolstolobik,0,0.0
karas,10,6.7
mník,0,0.0
jelec jesen,4,2.9
ostatní,167,18.4
celkem uloveno,891,1190.3
počet docházek,2958, 
počet zápisů rs,33, 
počet rybářů,447, 
